Reviews,Stars
"This place is ridiculous!  I had many issues during my hospital stay for a surgery.  The doctors were great, but I found other staff incompetent.  My Boyfriend was entered into the system over 4 months ago and told that within a week he would receive a letter telling him when his first appointment would be.  FOUR MONTHS LATER...we still have not heard anything, and when we call; after being on hold for over 40 minutes, we get transferred somewhere else (on hold again for 20 minutes), and the issue still is not resolved.  What a terrible way to treat those of us who were willing to put our lives on the line, to protect this country!!!!!",negative
The Atlanta Medical VA is extremely incompetent and lacks compassion for disabled vets. Going to this facility is degrading. I hope the next company I work for has a better medical insurance plan so I won't have to deal with this poorly run facility.,negative
"If I could give this VA NO STARS I WOULD! Don't believe any of the propaganda you read about them improving care for Vets - The ATL VA Atlanta VA Medical Center is the worst run and least compassionate group of people I have ever dealt with in my life. The don't answer phones, their voice mails are always full, When you do get someone on the phone, they have no answers, blame the system, or send you back into the phone system to be lost yet again.  I have wasted nearly 3 hours of lunch breaks over the last 2 weeks trying to resolve appointment conflicts and prescription issues, and NOT ONE PERSON IS WILLING TO HELP ME RESOLVE THE ISSUE! I have even called the Director, Leslie Wiggins at ext. 7602 but I was told she will NOT speak with me... I even had one lady hang up on me after she said that is all she can do, and when I called back I heard several of the office workers making fun of my complaint as if I was a joke....  DISGUSTING HOW THEY TREAT VETS!!!",negative
"I initially went here to get my wife seen about her severe depression. We are both military veterans and suicide and depression is a MAJOR issue in the military community. While we get inside the mental health clinic there were two staff members gossiping about a recent suicide that happened within the system. First of all, suicide is a VERY private matter and to be discussing it inside a mental health clinic so freely is appalling. I was disgusted by their lack of sensitivity to the matter. Finally after the gossip queens were done we were given paperwork to fill out. After completing the paperwork we were sent on a wild goose chase to ""track down"" a social worker to help us. The staff in the mental health clinic gave us ZERO direction and could careless that it was our first time in the hospital. They first directed us to a set of elevators and told us to go to the 5th floor. Mind you, there are only certain elevators in the hospital that take you to the 5th floor. This, we did not know until we spent over 30mins wandering down the halls in search of this social worker we were suppose to meet. After we finally find our way back to the mental health clinic they appeared annoyed that we came back asking for assistance to the 5th floor. This time they sent a staff member to go with us to  find the social worker. Once we finally get on the 5th floor the staff member is wandering down the hall looking for this guys office. She had no idea where he was or if he was even working that day or not. When we finally meet him my wife isn't given any refills on her medicine or given any kind of assistance at all. We were told that a doctor will call and set up an appointment, that was four days ago! We spent over 2 hours in the VA and that time was spent wandering down the halls looking for this social worker guy and waiting. A complete waste of our time. They do not care about your well-being here. You're literally treated like a statistic and that you're a bother. If you do go this hospital be sure to give yourself plenty of time, the parking is an absolute joke!",negative
The emergency room department by far is the worse that I've ever seen connected to a va medical center..... the intake staff is extremely rude and nonchalant and will brush you off quickly without answering your questions or concerns..... it doesn't matter what time a day you come in be prepared to be here for 6 or more hrs...... this is ridiculous and something needs to change and each time they use shift change as an excuse not to do there job...... The VA is doing all these construction changes they need to do a staff change to people that actually care about the providing good patient care as well it shouldn't be this difficult or hard.,negative
"DOES NOT DESERVE 1 STAR!!!!!

This Hospital should close their doors and should be ashamed of themselves for how they treat the Veterans who served this country.
As for the 11th floor (I believe 11 west), most Nurses and Aides are incompetent and should be on the unemployment line. Their arrogance and attitudes are unacceptable and have been told so. I am not comfortable with my Father ever being admitted into this Hospital again, so I am hoping he will never allow himself to be admitted there again. I do not trust them, I do not appreciate their attitudes towards their patients and I do not trust them with his care. 
My Father was there for a week and it was a nightmare for him as well as myself for the entire duration of his stay. An Aide gave my Father a difficult time and yelled at him for requesting a pair of socks (THE AUDACITY!) Especially, given the fact that it had taken well-over an hour after he rang for assistance. You could die, waiting for someone to answer after you ring for assistance, and this is unacceptable. Then some low-life steals my Father's phone charger, and if all of this is not bad enough... The person my Father was in his room with, had Covid. 
So, this poor excuse for a Hospital, not only put my Father at risk, but put myself and my family members. To add insult to injury... I complained to the Nurse's Station that the person in my Father's room had been coughing, wearing no mask and felt my Father could be at risk, but it fell on deaf ears. You walk up to the Nurses Station and they are all chit-chatting, not acknowledging me, until I get annoyed and express so. Then, they ignore you or put their heads down as I'm explaining this person is constantly coughing and it needs to be addressed. Again, no one does a darn thing about it, until 5 days later when they test the person and find that he has Covid. I went to Patient Relations, only to be handed a form and told filling out the form would probably be just a waste of time. Can you believe this? I can't!!!! This is what they have working in this Hospital.
If you can't believe it could get any worse, it does.... My Father's room was disgusting and FILTHY!!! I made several complaints about blood being on the floor in my Father's room which wasn't his, but the person who had Covid, the bathroom was filthy and garbage was left on the floor many times. After numerous complaints, they started to clean more consistently but you had to complain numerous times before it was done. This is also unacceptable! 
My heart goes out to the Veterans that are admitted into this Hospital. I noticed that many do not have visitors and have no one to speak up for them, and this gives the Aides and some Nurses free-will to mistreat or neglect their patients. The person my Father shared a room with had his hand tied, therefore could not eat by himself, so you would think the staff would have been on top of this and knew to feed him or untie his hands when meals were given out, but nooooo..... Hours later a Nurse would comes in, ask why he didn't eat and the poor Veteran would state ""How am I suppose to eat, my hands are tied"". How shameful and DISGUSTING!!! The Hospital staff eat and enjoy their meal breaks, but let a patient go unfed. I remain appalled, disgusted and angry and although I asked the Nursing Supervisor for the name of the Aide who yelled at my Father as well as the Nurses who were on staff that evening, she never gave me those names. I guess those who names were withheld are lucky, because they certainly would have endured the wrath of my fury!
To the Administrator who was MIA... is this how you run a Hospital? Its shameful, it's despicable, and I will report this to whomever will listen. I AM NOT DONE!!!  
To those who have loved one's in this Hospital... please be at the forefront of his or her care, because if you choose not to do so, you are putting your loved one at risk.
I would stay clear of this AWFUL PLACE, because this is not the first horrendous experience my Father had here, but the second. They will not get a third chance, if I can help it.",negative
I would never recommend this hospital as it is completely unsanitary. I have had multiple infections following surgery in this hospital. The bed I was moved to following my surgery clearly still had feces from another patient and another patients blood on the floor. The surgical procedure body location changed on the day of my surgery simply to train a Radiologist in residence. Most staff are kind but GYN never follows up. It is sinful that on at 3 occassions the unclean conditions have put me in a detrimental situation.,negative
"The customer service personnel are extremely rude and transfer calls to wrong department just to not handle phone calls. They are unprofessional, impatient and it's frustrating.",negative
"Every time I schedule an appointment over the phone the only availability they have is 1 month + out.  Ridiculous, if I was sick and needed to see a doctor my immune system would have already fought off the virus/bacteria. That or I would be in the ER because I would have gotten even sicker. Horrible. And then every time I schedule a GYN appt, the doctor strolls in late. Like how do you walk in at 1100 for my 0900 appointment? Like I have all day to wait for you. I scheduled that appointment early because I have things to do!",negative
They are terrible. With all the problems with veterans today everyone from nurses to doctors patronize and just pass the buck as much as they can disgraceful service to our nations heroes,negative
"I normally would not leave a review because I do not like to bash any establishment! But this shit have gone way too far now. Please explain to me how the fuck I came in the emergency room at 10pm where there's no patient in sight but myself. Got checked in and taking to the back where they ask me what my reason coming and got put in a bed. An hour and half later here comes the doctor !!! Like are you really serious right now almost two hours later, what if I had internal bleeding or better yet I had some shit that needed immediate attention, I could of fucking died. Never again for an emergency room where you think you would get fast treatment this place is the worst, I rather go to a regular doc and pay the co payment than come back here again!",negative
"Last June I had an appt. to see the urologist at the Brooklyn, VA for a second opinion. When I arrived I told the med tech I was there for a second opinion for kidney stones. He quickly told me the VA does not offer second opinions. At that point, I left and never saw the doctor. However, 6 months later I received a bill for 65.00 dollars (co-pay). I was outraged. Why would the VA bill me for doing absolutely nothing? So, I went to the Admin Office to complain about it but they couldn't do anything and had no answers.
This type of treatment for veterans is disgraceful and shameful. I also discovered they have been billing 3 of my medical insurances including a co-pay of $50.00 every time I have an appointment. I feel this borders on a criminal enterprise and ought to be investigated by the Inspector General. I did put in a complaint with them and now we'll see if they entertain it. I will give you a follow-up on this matter in the near future.",negative
"I was admitted to the hospital for some mental health care, I had a serous leg injury to my left leg. During my stay on the medical floor my leg started swelling bad and the pain was becoming unbearable. My normal pain med was not relieving the pain and the doctors refused to do anything further to relieve the pain. What has happened to being doctors instead of puppets to the corporate office and our fucked up goverment",negative
"19 months for a MH appt after transfer from another VA.  Very poor customer service, don't respond to writing or calls for assistance.  Worst VA in country with the zero star rating to back up their poor performance.  Why are they still open???",negative
sence this new direrctor came on board this place has gone from bad to worst . i went to release of records there new hrs. are from 8;15 to 4;00 with half hr for lunch. all i have been seeing are works walk around are getting coffee. wish i could have this kind of freedom when i was working. ever time i go to va. for a 9;00 worker a line up in there car. should have been at work,negative
"Worst care anywhere! Had spine surgery, surgeon was great. Then off to my room, constantly at 85 degrees, nurses showed up on there schedule not yours, pain meds at least two hours late, never changed bed linens, no help getting into or out of bed, food service wouldn't put it where you could reach, left me trapped in a chair for 2 hrs would not answer call Button I called hospital on my cell and asked operator to help me they called my nurse who finally showed up. All services were horrible",negative
I'd recommend any other hospital than this one. Absolutely rude staff when on the phone and still couldn't get help...pathetic and ridiculous! They never call back when they say they are going to...And this isn't the first time an issue has happened! This hospital is for the birds,negative
"Rude staff, especially in the pulmonary department.  If you are in need of specialty care, be prepared to wait for a call.  If you are lucky enough to receive a call then don't expect any kind of customer service.  Most people who work at this facility do not care about patients let alone veterans.  I'm so disappointed with the ""care"" I receive from this establishment.  It's currently November and the first available appointment they could give me, for my breathing, is in March.  Last I checked, breathing is pretty important.  Worst medical facility in North Carolina.",negative
"Be prepared to wait months for an appointment, and then wait a LONG time when you show up for your appointment.
Make sure you have your VA ID card or else the Nazi at the parking garage exit will demand you pay, even if it's obvious you just had your blood drawn.",negative
"Miss diagnosed, twice. They never made any of the follow up appointments they said they would, on any time I have gone here. Almost blinded me even after telling them I was allergic to penicillin, I was prescribed penicillin based antibiotic eye drops.

Literally every single time you call the appointment line, every singe time, the minimum wait will be 45 minutes. That is the minimum.

Rude staff.

I waited for 2 hours in the lobby before breaking down and asking why I wasn't seen only to discover they never printed my charts and sent my paperwork back to the doctor.

Parking is horrible.

Tiny, cramped, and feels unclean.

The prescription window is the biggest joke here. They say go wait for your name to appear on the screen... yeah, I can't see the screen. They had no alternative when I brought that up.",negative
"Absolutely terrible VA Hospital!  Please if anyone impotant is lreading this review,  remove the current management or chain of command and replace them all!  I am an OIF/ OEF female veteran that served 25 years in the military.  This VA hospital is the absolute worst.  I transferred here from the Washington , DC to this VA ahosputal in 2017.  I went to the women's clinic and I cannot get a simple referral to mental health.  The quality of patient care here is sub standard and  a change in management and patient care is absolutely necessary!  I've been waiting since since 21 May 2018, for the mental health referral and they can't get it right.  It is now 7 June 2018, and I'm still dealing with the ridiculous beuracracy.  PLEASE,take the necessary action to fix this horrific system at the Durham VA!",negative
"I moved from Arizona to North Carolina over a month ago. Since then the incompetent people in enrollment and eligibility have not been able to give me an appointment for a primary care doctor. All I get is being.  transferred around put on hold, disconnected never called back. I don't know why I cant get an appointment. This orginizatiion is disgraceful. A disgrace to people who have served this country.",negative
"The Durham VA Medical Hospital is the worst, especially the ER department.  They need more than one doctor here and they are so damn slow.  I am PISSED right now. No fucking star's.",negative
Worst VA clinic I have been to since becoming a 100% disabled veteran 12 years ago. Rude staff is usually what greets you at the desk and that alone makes me hate going here. Plus they sent me to outside source and the bill was put on my credit which I had a preapproval to buy my first house with VA loan. Bad I don't want to live in Wilmington because of the VA clinic!,negative
Absolutely horrible. I haven't been going here a year yet and already there are communication problems that led me missing weeks of medication that I need. When I try to call the phone just rings and rings. Someone called me to verify the dosage which I had already done and was extremely rude. Now I've gone two weeks without meds and I am so dizzy I can't hardly stand. Hopefully Trump will take care of this mess of a clinic they have going on.,negative
"What can I say... Probably the worst medical care I have ever received. As a Purple Heart Vet OIF 1, I am sad this is the kind of care vets receive. The nurse never even came in to ask my name, never assessed me, I waited almost 4 hours with three people in the ED to come assess me. WTF VA Come on... These people are paid very well yet they treat vets like shit. Not impressed!!!!!!!!",negative
"I was scheduled for surgery and could not find a parking space. There seems to be 100 or less spots for 1000plus patients. Valet parking is usually the quick fix to get around the parking problem, but this particular morning the valet was closed. Great! Now I'm late for my surgery that I showed up an hour early for and I'm getting agitated and angry because I've put myself in this situation. I will not use this facility again if I have a choice.
I was asked later why I didn't use the overflow parking across the river. WHAT PARKING ACROSS THE RIVER??? I never heard of this. The guard in the parking lot never told us during the ten to twenty passes we made through the full lot. There are no signs that I saw, but maybe i couldn't see the signs through my anger. I cancelled my surgery and now I'm looking for better treatment options.",negative
I'm a veteran.  Almost Every experience/ I've had with this hospital has been subpar.,negative
"This whole VA system is a joke. There's ONE provider here who actually tried to help me... but then providers with more pull got in her way. Do what you can to get referrals outside of the VA. Know your rights, and keep in mind the VA will do what it can to keep you inside the VA.\",negative
"I can not stand going to the Baltimore VA. Incompetent, lazy, and stupid employees. These people should not have jobs. The entire hospital needs reorganization. Do not go here for healthcare. I go to the Perry Point VA. Although it's not the greatest it comes no where close the level of ineptness of the Baltimore VA. Stay away from the Baltimore VA.",negative
"Completely over the VA. If dealing with providers who don't listen to concerns, hang up on you, blurt out your health information in hallways, keep you waiting for hours just to get medicine, speak disrespectfully to veterans, and don't care to hear your complaints about how you've been treated is for you, please visit this VA. 
Very unpleasant experiences with this facility. It's a wonder how some of these providers have been given the honor to work with some of the finest soldiers, sailors, marines, airmen, and coastguardsmen. Will definitely speak to Patient Advocate department once break is over. I can't even go to get the treatment I need until then (or even later) because every time I go people are rude as all hell. Not impressed.",negative
"Registration is horrible, we were ignored for 20 minutes. My fiance having extreme breathing problems. I had to ask for assistance before we were acknowledged. Sad they treat sick people especially veterans like this.",negative
"Sitting here waiting 3 hrs for my husband to be seen all for a gum infection when there isn't many in waiting room,just so wrong. Denver va your in and out within an hour!
Shame on you Maryland get your shit together",negative
"The VA is terrible and this location is one of many that doesn't care how veterans are treated. Tried to reach a nurse to schedule my surgery and it took 3 weeks for me to finally get the surgery scheduled. I would call and leave a secure message and wouldn't get a call back until 7 or 8 days later. Each time I spoke with Tracie Citron in the Neurology department, she had a different lie about why she was unable to contact me in a timely manner. I called the patient advocate and they did the bare minimum, so they weren't much help. I contacted the directors office and left 4 messages for someone to call me back. I wanted to give the director feedback how this employee was not doing her job in a timely manner. I wanted to convey to the director the problems I was having so the veterans after me might not have to face what I went through to schedule my surgery. I was given the contact info of one person and one person only that you can contact to schedule your surgery. I would call and secure message and receive a call back 7-8 days later each time. If she is doing it to me, then I bet other veterans are facing the same issue. Back to the director, I tried to contact 4 times via voicemails and no return calls. I called back a 5th time and spoke with a young lady that took down my info and promised me someone would call me back. Well, it's a week later and NO ONE has called me back. I called again today (6th attempt) and spoke to a very rude man and was told I didn't follow the proper channels so I couldn't speak with the director. I explained over and over to the man that I did contact the patient advocate and nothing was changed so that's why I wanted to speak with the director. Apparently, they aren't interested in hearing about how their veterans are treated. Filling a VA inspector general complaint. This type of treatment goes against the VA's promise and mission statement of how they intend to treat veterans.

I just want their employees to do their jobs!!!

You won't get a response to any of the negative reviews on Yelp because they just don't care about the veterans.",negative
"Just spent 1 1/2 hours waiting for appointment and the doctor never showed up, this is for a dermatology appointment made 6 months ago. Finally we left. There explanation. Is that the idiot president Trump has put a freeze on VA hiring and they don't have enough doctors. Maybe they should just tell you ahead of time that they are going to blow you off.",negative
Cons: Totally unprofessional nurses. My dad felt like he was in the 7th circle of hell during his stay in the hospital. They loudly gossip right outside the rooms in the hallway and every single nurse that came in basically told us the same unnecessary/irrelevant information. They treated him like a child and desperately need more training on PROFESSIONAL patient interaction/communication. He was misdiagnosed then pretty much kicked to the curb. Enough said.,negative
"I never review hospitals because a there's probably no point but hell I've been sitting here for 3 hours so why not!

We came here because my father fell and needed to be seen. We have been sitting in an over-conditioned room for three hours and have seen no doctor. There was only one person ahead of us! Veterans deserve better care than this. The man ahead of us was sitting for 4 hours. We both agreed we should've just went to Kaiser of all places and would've been seen already. I suggest if you have other options go there or spend your whole day in a room hoping to see a doctor.",negative
Absolute worst healthcare facility I've been too. The doctor seeing me ignored me during my diagnosis as well as shouted out my lab results to the rest of the staff (HIPPA). The psych unit's front desk staff openly complained about having to see patients that they did not deem important. Waiting in the lobby for the Psychiatry emergency walk in took over  2 hours while the staff pushed newer walk in patients in front of me. Their are several times patients were pushed in front of me all within this one visit. The staff here is highly unprofessional.,negative
"Wow what an awful place.  So when I see my doctor she is asking questions and typing my answers in.  You can't see her face because it is blocked by two computer screens.  She asks me to slow down because she can't type that fast.   She shows no concern for me and actually never makes eye to eye contact.  She is constantly berating the antiquated va system.  I felt like a number and nothing more.  Then she asks me what I want her to do.  Really .... you are The doctor thought that was what you were supposed to tell me.  So we serve and this is how we are treated!  What a sad way of saying thank you.  But thanks to Obama care I can't afford anything else!  Screw you saying 'thank you for your service' , sick of hearing that.  Just keep your promise to me as I kept my promise to my country while I served!!!",negative
"I wish I could give negative stars. This place is trash. I know VA places sucks ass but this one especially sucks ass. We've been here over 3 fucking hours and all we've gotten was a fucking gown. Waiting on this damn doctor to come by. Cant someone here act like a fucking professional. I swear all the employees here act like they have something better to do than help their patients. So many veterans commit suicide a day, those numbers could probably go down if fucking VA employees actually did something other than pick their asses. I swear to god. A veteran came in with suicidal thoughts and they left him in the waiting room for hours before someone saw him... these people risked their fucking lives for this country the least they could get is some damn decent care. Fuck this place.",negative
"Parking is horrible!  It was horrible before the renovations started and now it's worse! There is no real assistance from anyone helping to load or unload, give direction, offer a wheel chair or anything that would make it easier to get help for a sick or injured person. 

The waiting room is a disorganized joke. The only reason I give it one star is because the waiting room was fairly clean. The triage staff is very dismissive. I'm sure it's because they are slammed with question concerning the long wait. The wait time is measured in hours. I was there with my father for more than 7 hours and that was just to get a room in the ER, the doctor still had not seen him in all that time. The nurses and other staff in the back were loud and complaining about their work...who wants to hear that when you're sick or injured. Still waiting while writing this review...a change in administration has done nothing....the Veterans  Administration  needs to do better!",negative
