,Reviews,Stars
110,i'm viet nam veteran danang dmz unlike health pretty good since wife conventional health insurance decades years ago read va hospitals tank gave seattle va hospital thought talked veteranfriend severe hearing loss however told heading direction driving wife nuts said check va hearing aids worked wonderfully process wife scheduled exam urologist due urinary problems although urologist already long story short va urologist quickly figured wrong scheduled surgery went surgery partial prostatectomy small army awaited surgery room ready impressive came recovered couple weeks better shape years ago mention one thing people work seattle va i've talked want want help veterans five stars ,positive
111,st visit seattle va va impressed everyone came contact admin staff doctors nurses physical therapist courtesy received beyond highly recommend va vet needs help update rd visit know va's i'm tell va gets bad rap everyone doctors nurses staff kind courteous timely equal best hospitals i've seattle sure va's drop ball personal responsibility take control ones health noticed third visit advocates help patients process th visit disappointment new parking garage great ,positive
112,good bad good far weighs bad dads disabled vietnam vet tours heat war marines hospital pretty run staff great know many complain let's real everyone knows va provides free medical course going get experience would get swedish private dr acceptable luck pay insurance like us allows go want bogged perhaps va start charging like everyone else reasonable monthly premiums co pays deductibles use money hire fix ,positive
113,great place receive healthcare veteran built modern looking parking lot multi story looks beautiful many health care providers willing help veteran capacity ,positive
114,va seattle medical center mt vernon va clinic best va health care system parking securityadministrationnurses drs efficient honestpatient family centered care scheduling drs takes weeks family can't wait go back va puget sound health care system asap thanks va puget sound health care system especially dr rogenburger staffs mt vernon va clinic denver vamc parking night mare administrative staffs efficient lack accountability scheduling rescheduling drs absents scheduling drs takes months know excellent va pshs found bad denver vamc ,positive
115,two decades va saved different times heart attack diabetes retinal detachedalong things tmi say every contact star including service coffee bar inside main entrance today hope top person provides image gets read volunteers help yes bless thank always love ,positive
116,seven months ago total knee surgery first experience va inquiring service expect mention cost went ahead procedure exceptions long wait times pharmacy must say total experience excellant doctor's university washington think nurses well quaility service everything one might expect civilan facilitiy treated respect given around clock attention staying hospital stayed days rehab also great experience given good instruction even given additional week choice rehab experience change view va fellow veterans lot vet's bad shape mentally phyically witness treated dignity respect ,positive
117,going va seattle since late 's respect doctors nurses worked taken care treated utmost care every time years surgeries legs plus legs knees replaced removal one kidney due cancer going recently total left shoulder reconstruction can't say enough care doctors nurses time yes long lines several departments yes due volume handle long waits surgery preformed done right follow care excellent one actually looked volume pharmacy handle notice waits nearly long use there's lot us military guys need care seattle va improving daily eyes keep ,positive
118,thank taken good care last years staff emergency room visits eye care team miles prosthetics endocrinologist great one dr scalapino rheumatology veterans portland area thankful good care winning formula va partnering ohsu relocating atlanta decatur va similar system partnered infamous emery university thank wife ,positive
119,visited portland va medical center father law dozens times volunteer visit veterans hospitalized members organization called military order cootie chartered veterans foreign wars staff especially nurses amazing today took get first two covid vaccinations everything well organized safe efficient everyone kind professional outstanding job front line workers saving countless lives grateful ,positive
120,got free pair stylish wired framed glassesi seen originally river city eye near live milwaukiea four star private practice business take eye exam glucoma test went v optometrist prescription get fitted good pair stylish light frames chose lined progressive lensesonly criticism took two months phone va admissions finally glasses delivered always enjoy getting treated respect caregivers hospital skittish building since covid epidemici wait go thru hoops future though results worth ,positive
121,kind loving respectful care every time take year old dad va impressed high caliber care receives unfailingly health screening door doctors nurses attendants patient professional first rate care ,positive
122,returned er portland slow treated well got everything done needed done va medical hospital finance staff well portland va medical center thank ,positive
123,portland va medical center audiology department provides outstanding care audiologists caring attentive great helping problems service connected hearing loss ,positive
124,hands nicest va hospital i've ever get via car bus best part take sky tram ohsu health center ohsu connected va center cost one way going well worth breath taking views day medical personnel running around assisting veterans get prescriptions needs checked hours bingo night veterans service quick people super friendly ,positive
125,va ohsu saved life ohsu radiation tandem portland va chemo xweek hydration overall ent care every single one people met time doctors nurses technicians clerical workers even wheelchair pushers treated care courtesy consideration kindness competence i'm cancerfree they're working hard keep way statistics every measuring system show va best healthcare system country every time meet doctor nurse always ask like working va answers far really every single one identical say love nobody gets cost specialist referral never builtin conflict ordering something put money pocket goal patient care everything else comes distant second complaints va come rightwing enemies want starve kill get hands big budget private profit delays va unfilled unfunded job slots wonder may wait see doctor wish would convert vaforall care like uk's national health service get rid horrorclown henchpeople next november hope fully fund staff ,positive
126,thank portland va kindness quick service wish va facilities like ones oregon ,positive
127,va health care system since hundreds times including emergencyall say saved life twice always treated respectthere system place responsible plan aheadvietnam combat vet ,positive
128,wow could getting operation better place incredible job top surgeon fellow checked us taken care given kind courteousthoughtful attention lovely sense humor lighten lovely facility can't imagine pleasant experience go medical treatment also treated friend's prostate cancer way great ever since surgery treatments go va hospital yo bad self ,positive
129,wonderful array services flagship facility offers veterans top tier medical services many associated uofu yoga cooking classes credit union medical center cares borne battle compassion efficiency reports long wait times apply slc facility buildings shiny new staff services first class course government lots red tape lots assistance available asking patient education recreational options abound proud vets well taken care never forget ,positive
130,great hospital state art technology amputee program outstanding surgery area great wonderful surgeons ,positive
131,audiology department provide great service hearing loss caused vietnam ,positive
132,i've always fast courteous service doctors technicians nurses top giving services need can't imagine health care provider giving better service ,positive
133,father life threatening surgery done also surgeries due complications surgeons doctors nurse practitioners nurses everyone came contact sicu absolutley amazing firmly believe father would today ,positive
134,guys took care father ill respectful everything cannot thank enough efforts compassion ,positive
135,can't say enough great place veterans number va health care facilities one far best ,positive
136,i've member va area three years hospital professional even though staffed operating effectively global pandemic heart orthopedic hearing shot back early 's point blank back blank entered upper back stationed germany departments great recently received first vaccine shot long wait line military style patience staff plenty kept order complainers thumbs clean facility volunteers always helpful cafeteria clean chow hit miss depending week safe parking lot easy parking clean inside va keep good work always say thank great day veterans ,positive
137,several tests done va southern nevada healthcare system north hospital could treated better i'd like show appreciation nursing assistant michelle preop rochelle preop maxine preop professionalism friendliness going well beyond would considered normal care also want say thanks lab xray much appreciated care professionalism things definitely improved va system obviously apparent also nd covid shots recently even extremely long lines reasonable time continuously thanked service part team inoculations thanks snva healthcare system may hear often much appreciated ,positive
138,spent hours trying set covid testing appointment town every time filled forms end form would state full find another location complete joke times testing appointment cvs show appointments lady screams cant test time make another appointment vegas covid testing completely dysfunctional drove va hospital er received test results within hour thank va outstanding service us veterans ,positive
139,visited many va medical facilities far one nicest facilities ever scene terribly busy like va medical centers big well staffed see lines hanging doors frustrated vets seemed like everyone serviced timely matter either one two things reason place packed know since far away strip enough vets area ,positive
140,sure yelp deleted last star vietnam veterans review said review mine since dad person getting help let clarify please yes dad see's doctors went appointments met doctors nurses make dad's appointments bring personally met w foot ankle doctor audiologist urologist primary care physician cardiologist feel review matter count daughter's perspective doctors helpful professional family receptionist spoken phone also iowa like think criticism va's impressed veterans families need know exceptional facility feel safe hands easy accessibility parking freeway everyone helpful veteran doctors nurses billion facility beautiful w pictures vietnam veterans medals memorabilia wonderful tributes hard work service country overall va multiple time wonderful deserve stars especially family member concerns worries loved one going cared ,positive
141,friendly staffnever knew much fun va hospital went pick friend day surgerythe nurse friendly cool outgoing personalitythat would make anyone comfortable going knife believe that's special skill right definitely ideal stafffelt like already knew everyone walked missing cup coffee ,positive
142,pleased quality service staff va facility parking excellent valet services offered absolutely beautiful building lots room expansion scenic location ,positive
143,er crew west crew wow service awesome great people jobs care enjoying complaints best admission ever staff attentive sweet courteous amazing feeling ,positive
144,found ill town kind compassionate people work beautiful facility clean ,positive
145,profoundly disabled receive healthcare eight different clinics va incredible treatment support care receive honestly would shiny side mud today providers supporting staff sincerely give hoot professional knowledgeable dedicated continued service veterans truly appreciative ,positive
146,best va ever visited healthcare private public perfect try hard va really care patients beautiful facility doctors caring really good would highly suggest va ,positive
147,super fast extremely good customer service able get hubby's file moved cali less hour nice vocrehab location medical app ,positive
148,va done taking care vets still way go improvements positive noticeable ignored va years times tried get help either ignored services extremely difficult navigate obtain va southern nevada healthcare system really trying change attitude facilities keep moving forward thank ,positive
149,professional attentive wait time appointment checking self service kiosk helpful beautiful clean hospital ,positive
150,surgery meniscusacl performed drlactose he's looker that's neither went repair acl noted partially torn acl previous injury long story short needed scope remove scar tissue bad knee good knee efficient scheduling preop appointments well scheduling surgery civilians treat well see review procare medical ended going i'm grateful big people vs little people terms patient care sincerely believe taken time select work facility way take care vets ,positive
151,husband year veterans moved las vegas back used va medical facilities almost exclusively care excellent naturally incidents along way annoying that's expected beautiful new hospital staff cares people knowledgeable doctors nurses ,positive
152,went pick friend retired captain army reading everything press last two years veteran hospitals candidly know expect moment pulled minute left experienced nothing efficient friendly knowledgeable staff volunteers terms equipment noticed think anywhere date also want note clean everything compared experiences i've regular hospitals blew away ,positive
153,always treat great go super friendly professional honored get go ,positive
154,best va hospital found us facility beautiful importantly service received first rate professional full care patients christina camposlcsw tcm case manager fantastic every level ,positive
155,vamc las vegas nevada really good place take care health needs veterans southern nevada staff dealt professional courteous veterans va hospital las vegas nevada ,positive
156,va north las vegas friendliest group people greeters security way physician seeming process quick efficient night day compare hospital las vegas simply awesome good job guys ,positive
157,take good friend long flight china broken leg compassionate people every way security way doctors excellent could say thank work ,positive
158,never less amazed completely appreciative services receive every time come va hospital yesterday cardio rehab appointment enhance recovery care following heart surgery pleasure meeting melissa hosford kinesiotherapist wonderful young lady melissa kind caring professional max especially attracted sense humor laughed jokes also met denny melissa coworker great service made available us veterans facility magnificent i've total right hip replacement done i've procedures completed well must sayi've zero bad even uncomfortable experiences hospital every employee doctors nurses etc professional courteous commend service melissa hosford certainly exception definitely one nicest young women ever met years life truly believe world much better place people like ,positive
159,first used va southern nevada healthcare yrs far superior va used states primarily used women's clinic excellent service referred dr gupta director concerning female problem required surgery nervous gupta put ease day surgery females surgery everything went promised months later i'm feeling wonderful also excellent care hearing aides wear found doctors staff caring patient knowledgeable father came care help hospice finished appointment primary care clinic dr lee delighted excellent care received dr lee staff amazed contacted hrs prior appointment dr lee's assistant wanted background information prior appointmentwho days understand dr lee new va requests usual requests dad civilian hospicebut promised get back fatheryou know totally believe empty promise ,positive
160,dad went tues emergency live took us right paperwork already system home state everyone nice helpful beyond doctor great attentive thorough place awesome clean hate hospitals one great even dad said could receiving better care regards issues would release certain well thanks va that's treat veteranskeep good work ,positive
161,husband va health system years always received great care doctor dr gaceta nwclinic years husband recently flu got amazing care emergency staff er great can't thank enough great care provided husband ,positive
162,apparently left review wrong yelp page love san diego va health care system i've part puget sound briefly contemplated loma linda moved twentynine palms glad va amazing except community carechoice situation sucks hard particular va hospital there's entire lot dvdp parking inside rated visit service connected disability head past lobby turn right wall travel reimbursement forms live think mi one way va get reimbursed mi course must meet copay month first still fill paperwork regardless helps accounting imo go o'side clinic routine care specialty care la jolla parking always easy access easy everyone helpful negative people tend disenfranchised veterans good reason usually really complaints saidyou must advocate learned military anything new ,positive
163,honestly one likes going hospital bringing loved one va med center la jolla makes best staff insanely nice helpful courteous empathetic every interaction i've dad pleasure we've hit almost every single dept location er specialty clinics mri blood work name every single part amazing staff interact kind maze greeters main lobby super helpful ask directions etc can't say enough good things location honestly va med centers sd ,positive
164,husband vietnam vet started va family insurance workplace changed care loma linda va moved closer san diego go va la jolla care facilities thorough staff kind knowledgeable facilities clean i've nurse years saying i'm picky understatement va great organization men women deserve best ,positive
165,appointment va medical center knee posting everyone associated va hospital patients know experience best ever front entrance new parking structure finally i'm circle around minutes looking parking spot easy greeted front entrance doors staff giving mask asking covid questions greeted genuine heartfelt smile pleasant hello made feel good facility spotless clean grounds every part building include restrooms sparkled could tell veteran cleaning staff took pride quality work shows appointment seen promptly doctor resident dr training ask right questions took time diagnose gave several courses action take explained course action pros cons allowed choose overall experience better could ever hope veteran appreciative staff treat served i've heard complaints vets locations complaints isolated handled promptly facility top notch professional staff trained understand true meaning customer service thank va administration efforts making one best va medical center nation thank keep good work ,positive
166,impressed staff way covid vaccine administration process set ,positive
167,first appointment good experience health care workers checkin attendant customer service person encountered professional helpful knowledgeable also noticed cleanliness building especially restrooms felt good care visit ,positive
168,going san diego va since two surgeries emergency appendix surgery breast cancer surgery also received chemotherapy cancer related treatments doctors truly best awesome experiences excellent ,positive
169,wanted jump say thank va hospital er staff men women heroes extremely thorough discharging went home feeling much better still pain lengths guys go ensure nothing seriously wrong impressive shot doc dr andrea professional thorough ,positive
170,fast courteous modernization la jolla facility long arduous project well worth wait urge veterans registered va another appointment fast courteous great service mission valley facility ,positive
171,totally would rather come va hospital remodeling made beautiful peaceful place considered change pcp hospital feels lot cleaner able everything needed one place clinics professional enough people came across super rude chula vista clinic exact downside travel mins away appointment ,positive
172,hospital times family always provide us best care special shout home oxygen clinic respiratory department always go way make sure everything need comfortable every step way thank ,positive
173,took friend impressed staff service received seem organized knew every office located ,positive
174,i've visiting hospital lot recently due father's medical condition staff volunteers exceptional eager assist help others i've witnessed amazing veterans deserve best healthcare i'm seeing displayed father's health team staff keep great work thank patriots defending freedom ,positive
175,hey vamc provide free medical treatment peacetime orand combat veterans like come either got injured active duty training commands came recently ongoing medical issues since injury occurs active duty got seem fairly quickly assessed doctors emergency room vamc explained procedure let know dangers medication prescribe heavily medicated advisable operate car appreciate doctors nurse practitioners come check lay er beds ensure condition developed worst quality cares thankful ,positive
176,eugene best got help needed comfortable speak voiced concerns handled like pro way handled flawless ,positive
177,believe hospital business matter rate excellence time sets apart others always striving far i'm concerned san diego va medical staff constantly strive give vets excellence service character perfect veteran who's receiving care i'm totally satisfied shortcomings i've experienced years eclipsed great care i've received i'm really grateful ,positive
178,turned spent days part enjoyed squares day lost lbs new aortic valve installed adn feeling better better day thank va san diego rock especially b pod north ,positive
179,shoutout kelly audiology tech helped morning getting hearing aids functioning like new spent lot time giving tips maintenance ordered external microphone definitely rock star imho ,positive
180,seems like folks basing evaluations one situation using va hospital years gotten consider fantastic care many doctors residents local medical schools top latest technology medical protocols great civilian insurance could go anywhere care actually prefer la jolla va insurance pays va serviceconnected issues happy get money always get treatment need although parking sucks er waits affected triage prescriptions magically show mail schedule use healthyevet web site order refills communicate via email provider keep mind people would gripe hung silk rope sometimesyou might problem attitude goes long way ,positive
181,shout va hospital la jolla taking good care good friend today everyone dr ram nurse kerri super duper kind nice compassion caring professional facility clean staff cheerful helpful that's exactly way envision veterans treated thank thank thank ,positive
182,husband vietnam vet process surgery va hospital amazing rate quality care professional caring every turn god bless staff doctors volunteers jobs well done thank ,positive
183,thanks rn's er friendly helpfully overall awesome bestfriend kidney stones taken er every staff member went beyond thanks guys clean professional kids ,positive
184,people working hard nonstop taking care others endlessly times taking care family they're i'm going selfish i'm behind desks walls long awesome job y'all va complaining go another hospital feel attended apply job help take care others fell like one's forcing go one free services ,positive
185,simple thorough pre op husband involved came waited ,positive
186,great care service every time come best va san diego ca better la jolla va sure maybe smaller less people go sure def love coming offices ,positive
187,place go medical facility within va staff courteous polite respectful individuals parking easy find thanks parking garage crossing street cinsh polite cross guards although undergoing construction place still well kept ever get lost always friendly smile point back track came two times treatment past would recommend anyone facing difficulty mission valley clinic come least lousy metal detectors ,positive
188,never disappointed care va medical facilities includes open heart surgery ongoing treatment copd bp diabetes usual aches pains dr barry pulmonary outstanding cardiac department afib top notch nurse stephanie crew great problem va first look mirror think might find problem looking back ,positive
189,took nearly years see doctor va system wish would done years ago expected confusion doctors specialists service excellent treated person number automatically extend services may apply without specifically request initial inprocessing receiving services well within week live reasonable driving distance find 'out provider' close home reduce stress driving well provides shuttle service limited transportation ,positive
190,people complain complain i've waited hours times urgent career always get seen taken care i've also surgeries people nice like hearing stories veterans waiting ,positive
191,dad vet coming va hospital get treatment medical condition doctors nurses staff worked family wonderful happy service family receiving thank much ,positive
192,san diego facility best ups downs past years i'm always treated respect thank va ,positive
193,laid hospital times took great care best hospital san diego veterans ,positive
194,varicose vein left leg stripped back lucky enough stay friend's house lived near hospital first time ever spent even one night hospital entire staff la jolla va hospital treated nice much fancier hospitals none come close kindness efficiency va hospital staff ,positive
195,dr b er great staff awesome well questions always answered professional feel though wait worth ,positive
196,fantastic service always place top service never issues even last minute appointments alway love bitch complain lot reason put stars patient planned smooth experience good job guys girls ,positive
197,star review dr botte orthopedics mike mark cast room rest vets people vets bad experiences wish leadership facility would sit us ask us really goes place higher ups around always tell patient advocate patient advocate patient advocate really please i'm retired usmc infantry one vets left forgotten va facility many stories say two surgeries possibly need dr botte times dealt mike mark cast room fact waited ten years start needed surgeries could find va orthopedic surgeon felt comfortable despite craziness goes facility individuals really gone way help reassure every visit people waste air fill voids people really believe individuals really want help us thank mark mike always letting vent express concerns patient pain real professionals always tell want hear always supposed agree way dr's please spend time mike mark discussing patents needs seen recast patients cast high enough low enough certain perfect imperfect angle due mike marks incorrect casting dr botte really takes time despite facility demands watch dr's move quickly cast room fast food patients medical care means care thank dr botte mike mark cast room part individuals would gladly stand watch good luck semper fi ,positive
198,great service much better experience another california location years back ,positive
199,family best experience obtaining care dad everyone janitorial staff valet pharmacy primary care rn's doctors diabetes educators mri surgical staff etc kind helpful appreciate thoroughness followthru great job keep good work ,positive
